,0001.HK,0002.HK,0003.HK,0005.HK,0006.HK,0011.HK,0012.HK,0016.HK,0017.HK,0019.HK,0027.HK,0066.HK,0083.HK,0101.HK,0151.HK,0175.HK,0267.HK,0288.HK,0386.HK,0388.HK,0688.HK,0700.HK,0762.HK,0823.HK,0836.HK,0857.HK,0883.HK,0939.HK,0941.HK,1038.HK,1044.HK,1088.HK,1093.HK,1109.HK,1113.HK,1177.HK,1299.HK,1398.HK,1928.HK,1997.HK,2003.HK,2018.HK,2313.HK,2318.HK,2319.HK,2382.HK,2388.HK,2628.HK,3328.HK,3988.HK
2012-02-29,54.581501,50.849152,8.427883,47.274235,43.577274,76.263969,19.036411,78.505699,6.660398,67.79287,21.450001,22.512915,9.398553,22.449238,7.905402,2.824517,10.579654,NaN,4.602544,108.687172,11.984909,41.374054,12.053873,22.391064,10.611066,9.114301,11.909297,4.174685,66.567154,37.287102,62.38377,23.398905,1.637698,11.269573,NaN,0.811975,25.952436,3.440062,21.992159,NaN,NaN,18.490751,12.652777,25.671869,10.439711,2.574781,16.085478,18.001623,4.005369,2.091987
2012-03-31,56.159649,51.14381,8.402462,49.684219,44.341782,80.178001,19.636206,76.770889,6.978527,71.375259,24.25,22.350952,10.232524,22.646509,8.67044,2.68515,10.336999,NaN,4.548142,103.356918,13.657621,46.569687,12.640079,25.025309,10.448726,9.761768,12.342091,4.202516,66.956642,36.340126,65.284454,24.613506,1.472088,12.546006,NaN,0.819784,25.177061,3.556791,22.100849,NaN,NaN,20.068163,12.381405,28.383381,11.013321,2.330854,18.035234,18.760996,4.094075,2.172191
2012-04-30,48.704372,48.642433,7.716341,43.043259,41.474857,75.439537,17.370428,72.095741,6.033142,66.943649,18.84,20.285917,8.186021,19.771759,8.096662,2.61082,9.67375,NaN,3.759286,92.799362,13.170361,40.762802,9.764003,23.088366,10.360179,8.151406,10.476601,3.743301,61.152977,33.65704,59.006298,19.540764,1.242074,12.294077,NaN,0.929094,23.07897,3.240936,19.202375,NaN,NaN,21.470304,11.702971,24.993992,9.751378,2.132099,16.010489,16.277403,3.439022,1.998415
2012-05-31,53.570057,50.605042,7.649426,48.667313,45.765438,80.573204,18.947557,74.761406,6.502232,71.742485,19.16,21.817772,8.873279,20.930101,8.664486,2.536034,9.711618,NaN,3.912871,93.138046,14.599524,43.901291,9.040881,24.521704,11.73268,8.425217,11.714252,3.680681,67.439613,37.870792,60.163208,19.957775,1.784907,13.2682,NaN,1.089145,24.371107,2.945682,17.753141,NaN,NaN,19.718357,11.363753,26.983891,9.338377,2.462638,18.146818,18.06139,3.611087,1.964997
2012-06-30,57.817169,51.999439,8.574548,46.608444,48.049782,82.017471,20.702793,79.518555,7.166166,74.421822,18.700001,22.353933,10.140891,22.048506,8.591525,2.423321,9.329793,NaN,4.003863,88.227142,15.079964,45.027962,10.597097,26.907009,12.271383,8.230463,11.957665,3.813205,72.373245,38.19482,59.079525,21.470287,1.784907,13.364343,NaN,1.170184,25.060856,3.193782,17.010172,NaN,NaN,20.027838,12.054941,26.61215,10.802583,2.829215,18.339054,19.40966,3.583255,2.120399
2012-07-31,59.742584,50.175579,8.727383,47.637878,49.507023,83.917801,21.84787,82.512291,6.956876,73.302109,22.049999,22.931337,9.69799,21.169762,8.755692,2.338787,7.877201,NaN,4.151733,87.211098,14.405739,46.038082,11.375207,27.38184,12.436399,7.917163,11.166574,3.711326,65.887894,37.992298,62.611526,20.843147,2.024121,12.719052,NaN,1.206007,24.509058,3.014356,20.308439,NaN,NaN,23.299494,11.245412,24.689041,10.919495,3.769153,18.877308,18.776247,3.527593,2.013309
2012-08-31,64.386078,51.14571,9.386256,52.31633,52.383614,91.276917,25.557936,93.174927,8.674431,75.981453,26.0,24.468044,11.072508,21.30217,9.020188,2.761459,7.727792,NaN,4.117611,100.936569,16.35318,51.321774,11.782788,29.083315,12.736433,8.603035,12.094584,3.915086,68.394493,38.354439,58.83876,22.208099,2.042522,14.502099,NaN,1.138339,26.701151,3.287084,21.457273,NaN,NaN,24.758474,11.702971,25.835321,10.849347,4.041735,18.954201,20.269295,3.659791,2.106121
2012-09-30,65.281944,51.724972,9.948739,54.790504,52.423397,91.353691,24.883377,88.499779,8.645604,74.341835,26.65,25.217064,10.599064,21.663906,9.676835,3.127775,8.336249,NaN,4.789845,110.151779,16.8342,53.225456,11.727209,30.507801,12.495504,9.107372,12.37691,4.249833,69.773941,37.088203,57.256947,24.347748,2.079324,15.028522,NaN,1.239302,28.364195,3.681821,21.605513,NaN,NaN,24.671337,13.286832,27.211008,10.98964,4.286119,18.757158,20.721737,3.854609,2.277466
2012-10-31,67.448502,53.172642,10.141844,56.995499,54.253036,91.736107,25.578432,93.010895,8.8621,76.807793,29.549999,25.75803,10.690697,22.829491,10.334127,3.437735,8.260314,NaN,4.784026,106.620728,19.031757,49.184986,11.189944,33.277637,13.082641,8.935212,12.745911,4.322603,71.925194,38.681202,56.770359,23.425488,1.987319,17.641027,NaN,1.495992,27.856041,3.753592,24.49613,NaN,NaN,25.918264,13.128447,25.992271,10.147881,4.72789,18.717834,20.676491,3.952018,2.334581
2012-11-30,67.847694,50.746811,10.214309,58.841061,52.662037,91.968567,25.346687,97.355232,8.885528,77.495018,30.35,25.383518,10.927072,24.758743,9.749867,3.447127,9.75375,NaN,5.109946,113.596703,19.156122,48.369122,11.504892,31.158907,14.88922,9.451697,12.899662,4.526362,73.264656,38.803734,56.729847,25.04867,2.051723,17.981916,NaN,1.483954,27.948435,3.947372,25.163193,NaN,NaN,24.136942,15.398648,28.762119,10.288175,4.765488,18.953772,22.893446,4.063342,2.470229
2012-12-31,72.522835,52.013302,10.62481,63.907326,53.457531,98.399353,25.85647,106.655098,10.541449,80.486481,34.950001,26.631886,11.366035,23.512772,9.402962,3.804051,10.53,NaN,5.476601,126.687477,19.943945,52.720402,11.541945,32.447132,16.146297,9.520563,12.31541,4.868387,69.205681,40.192505,63.096226,24.605982,2.67736,20.112471,NaN,1.553668,28.502785,4.191391,28.980289,NaN,NaN,26.71986,16.577744,30.822889,10.592144,6.203594,21.037903,23.526861,4.578218,2.727247
2013-01-31,68.759888,52.644234,10.479961,62.134125,55.008766,97.159706,24.999203,100.538979,10.556212,80.931137,32.549999,26.631886,11.052491,24.155855,9.932451,4.01069,10.057501,NaN,5.133225,120.142105,19.52931,52.098793,10.356256,33.373043,15.769929,9.176238,11.715782,4.657351,69.368042,41.540421,63.826145,21.691631,2.870571,19.302858,NaN,1.799833,31.043549,3.997611,27.386745,NaN,NaN,29.347315,19.358299,28.762119,10.124499,6.729959,20.566023,21.083683,4.272076,2.613017
2013-02-28,65.338997,53.630089,10.93872,59.347683,58.270313,96.462379,24.605337,87.636475,9.713449,80.001366,32.400002,25.674805,10.315658,23.31181,10.863616,3.541054,8.505,NaN,5.319462,113.85508,17.746391,47.941761,9.633726,34.057411,17.501234,8.76305,11.469782,4.613687,66.729698,43.501038,61.595875,20.806261,3.045382,18.49325,NaN,2.187244,31.413115,3.904309,30.392071,NaN,NaN,33.221695,19.226309,26.679195,10.428467,8.421848,20.36941,18.188074,4.042469,2.570181
2013-03-31,66.59333,54.731441,11.276841,62.18597,60.298832,102.151321,26.041746,94.789703,10.101829,79.758827,34.75,26.631886,10.087356,24.276436,11.228782,3.66316,7.922812,NaN,4.941164,112.477112,19.653673,51.710281,10.319202,35.385891,19.119623,8.4962,11.131532,4.730121,68.962151,45.992641,65.042656,20.252901,3.441005,20.027254,NaN,2.158996,31.828878,3.918664,30.731852,NaN,NaN,33.711552,19.798264,27.233162,10.218028,9.681365,20.998581,19.183441,4.292949,2.591599
2013-04-30,62.602318,52.450966,10.62481,63.363449,54.372364,98.373756,25.346687,87.186241,9.251264,81.890419,40.599998,25.549969,9.154513,22.366709,10.480193,3.616196,7.754062,NaN,4.667624,113.904434,19.19758,59.791229,9.87457,32.326359,15.393557,7.781727,10.547279,4.584579,66.932648,44.113728,69.827576,18.777281,3.717022,20.325529,NaN,2.195316,31.921265,3.92584,31.109402,NaN,NaN,39.233658,23.273956,25.615572,12.649777,10.452114,20.36941,18.14283,4.139877,2.627296
2013-05-31,61.948071,50.611153,10.07237,60.311581,54.479282,91.025154,23.599815,84.567284,8.012828,77.907913,38.0,24.204414,8.632753,22.161888,9.984876,3.188165,7.232728,NaN,4.131021,101.974098,16.87565,60.120674,9.640137,30.716085,13.910658,7.200502,10.35447,3.995133,65.755554,43.184414,69.315033,14.608649,3.663756,18.067137,NaN,2.029863,30.563602,3.509572,27.598261,NaN,NaN,39.469826,19.996744,23.422155,12.977127,8.908752,19.245701,16.649778,3.478889,2.277466
2013-06-30,64.185806,51.861309,10.745342,64.691124,56.718708,94.199562,25.219151,87.439713,8.46046,75.916656,40.849998,24.415993,8.664374,20.60523,9.600842,3.074302,7.31966,NaN,4.481982,104.934914,18.730284,69.528114,10.650948,31.158054,13.925362,7.916187,11.015395,4.408742,68.166145,44.729698,69.889244,17.28104,3.852608,18.368036,NaN,2.306827,34.192169,3.841372,32.186352,NaN,NaN,32.531063,19.682898,22.524754,14.68642,7.385889,19.649174,16.950729,3.685077,2.437152
2013-07-31,65.186867,50.006241,9.685947,60.86832,54.438564,95.628014,23.708059,84.9897,8.117287,73.759468,47.200001,24.754515,8.237482,19.867861,10.515207,3.871343,7.797785,NaN,4.342163,103.628677,19.358784,71.860214,11.006604,29.187586,13.724884,7.366332,12.116934,4.324985,68.868462,43.769112,69.684166,18.592546,3.824281,18.281801,NaN,2.265921,31.68008,3.833841,34.219582,NaN,NaN,31.900267,22.597221,24.386858,15.514157,7.995034,19.729868,17.351717,3.736157,2.444651
2013-08-31,69.544418,50.933773,10.085941,63.19157,57.056938,101.271576,24.958588,89.129379,8.699176,77.078232,54.400002,25.981663,9.028026,21.629345,10.77123,3.785946,8.745343,NaN,4.715014,109.861778,19.301094,80.398064,11.324822,31.240152,14.218366,7.471066,12.415922,4.545802,71.595108,45.328453,74.400894,18.20681,3.909265,19.014797,NaN,2.147306,34.047787,4.074868,36.78989,NaN,NaN,31.765091,22.552383,25.867573,16.436493,7.69998,20.092997,18.317724,4.159393,2.654621
2013-09-30,71.885643,50.762802,9.898025,64.01564,53.110634,103.27301,24.207966,85.834541,8.012828,75.112549,57.849998,25.643847,8.601132,21.071518,10.910208,3.710038,9.700027,NaN,4.984605,110.480461,20.272554,83.639282,11.455851,32.102238,15.719286,7.898489,12.725664,4.583874,68.337067,45.497116,78.64109,18.20681,4.560809,19.359737,NaN,2.24757,36.756657,4.089932,42.275761,NaN,NaN,31.069714,23.942295,27.577925,16.129045,7.147941,20.859859,18.77339,4.137502,2.722111
2013-10-31,72.716003,51.698326,9.985383,65.470833,51.795204,102.143929,23.891911,84.102638,7.848683,78.635406,60.700001,25.729179,8.69375,21.483879,10.50748,3.795435,9.823038,NaN,5.244466,120.291115,20.357004,88.61969,11.549446,31.199106,14.526791,8.156436,12.69369,4.781849,70.10006,43.135822,80.918694,20.289791,4.759106,18.470423,NaN,2.510545,36.709949,4.195381,44.999523,NaN,NaN,31.750074,26.27375,32.659863,16.76759,6.976619,21.601912,22.783237,4.225069,2.812098
2013-11-30,72.59742,49.867939,9.712312,63.618591,50.685303,101.497986,23.312407,85.101089,7.524452,76.244896,69.550003,25.046484,8.677379,20.205566,10.251202,3.55822,10.420501,NaN,4.984605,114.280991,18.414167,97.750443,10.856853,31.515636,14.232536,7.560493,11.526637,4.45443,67.497559,41.280521,75.866425,18.862564,5.778913,16.627705,NaN,2.526973,36.336315,3.946822,48.605618,NaN,NaN,34.154015,26.09441,31.372433,17.406126,7.176495,20.488836,22.099741,3.991558,2.677118
2013-12-31,68.149048,48.072395,8.729048,61.199329,47.931118,98.106628,22.021627,82.029312,7.455273,70.289581,76.300003,23.425076,8.448165,17.772652,9.592195,3.01737,8.522669,NaN,4.866487,107.74054,17.696236,107.414803,9.565263,29.420183,14.263511,6.679917,9.752079,4.104167,62.166588,38.497562,69.447601,15.468073,6.071636,15.814488,NaN,2.713648,33.393921,3.622941,45.920223,NaN,NaN,30.434717,23.987129,28.413624,16.909487,6.043865,19.458214,19.320189,3.685077,2.467148
2014-01-31,72.12291,49.672066,9.133269,62.182163,53.316181,101.578728,22.917273,85.923111,7.716596,73.09948,77.849998,24.022436,9.004826,17.772652,10.800373,2.770667,9.823038,NaN,5.425581,106.414772,17.611786,123.028008,9.677574,30.216455,14.511302,7.275862,10.167742,4.05848,61.914738,42.671993,69.778954,16.278122,6.609868,15.191595,NaN,2.973466,35.448933,3.502428,49.794865,NaN,NaN,31.88615,24.300982,28.481382,18.825106,7.024209,19.416986,20.687183,3.633997,2.444651
2014-02-28,76.27478,47.99036,9.242533,59.384911,55.289326,99.72155,23.839224,82.202377,6.36842,75.867447,67.449997,24.491793,9.332273,18.391191,10.59901,2.894019,12.08989,NaN,5.464955,103.940018,16.97822,106.624275,9.546544,31.976645,15.641853,7.516017,9.32043,4.134624,59.606041,41.744343,66.548813,17.28104,6.487113,14.724428,NaN,2.726026,34.374718,3.592813,45.137173,NaN,NaN,36.421875,22.104025,29.046041,18.375763,7.186013,18.22146,20.003685,3.699671,2.579632
2014-03-31,78.291344,51.694817,9.766945,60.570927,55.083782,103.818459,24.339737,85.365524,6.618332,75.07061,60.849998,24.961145,9.601706,19.009729,11.129874,2.55243,11.949309,NaN,5.394083,123.472969,16.065996,95.497391,11.137634,32.311916,15.099809,7.987437,10.247677,4.073709,61.872749,42.671993,67.625504,16.200975,6.090521,13.807396,NaN,2.503326,35.12199,3.479831,44.085655,NaN,NaN,39.279377,23.942295,25.906538,18.848757,8.623215,18.716162,18.208364,3.517242,2.557135
2014-04-30,82.146629,53.195625,10.236725,62.958355,55.494869,105.215851,26.605064,92.6651,7.362894,79.415642,61.950001,25.046484,9.949353,20.812891,9.903393,2.75169,11.896593,NaN,5.535826,129.077194,17.062672,108.007721,11.068995,34.616913,15.758004,8.227593,10.631366,4.332599,63.677719,44.611629,68.122429,16.393845,5.769471,13.582464,NaN,2.606427,36.289612,3.79618,44.007767,NaN,NaN,41.501881,24.256142,27.081028,17.997368,8.851646,19.252087,19.411318,3.787237,2.767105
2014-05-31,84.069031,53.481537,10.190802,61.106926,57.259022,105.890724,26.281118,92.927353,7.296711,82.216522,62.0,26.077742,10.561875,20.22065,10.215322,2.590384,12.148678,NaN,5.977681,129.256073,15.880164,117.060715,11.4316,34.95219,17.035683,8.895024,11.126964,4.462044,64.480957,46.254581,68.439018,17.28104,5.917396,12.267473,NaN,2.589928,36.657673,3.69073,45.604507,NaN,NaN,46.637283,23.718115,27.103613,16.956783,10.618069,18.510036,18.49999,3.903992,2.602129
2014-06-30,92.139671,54.280396,10.374479,64.916382,58.611256,110.240105,29.258608,103.068047,8.132275,86.137756,65.949997,26.689276,11.091625,20.347557,9.756825,3.029001,13.848419,NaN,6.228436,155.196747,20.411057,127.162392,12.977443,37.60535,17.385128,9.249373,11.362741,4.553416,73.655777,47.42284,69.822861,17.743923,5.764442,16.131065,NaN,2.785202,39.386993,4.283769,45.608971,NaN,NaN,42.893364,22.457865,30.611898,18.073376,9.939907,20.56687,21.663002,4.349121,2.987992
2014-07-31,86.3927,55.163345,10.753764,65.033005,59.667706,109.487328,30.382776,102.805786,8.107456,89.886627,58.400002,26.864004,11.339945,21.658937,8.81232,2.865011,13.490579,5.758235,6.357859,159.311523,18.695822,125.280724,13.187372,39.359409,18.743961,9.994409,12.754432,4.688223,82.659103,48.41803,69.319633,18.144661,6.194624,15.723358,NaN,2.981462,39.810505,4.131063,39.952343,NaN,NaN,46.729729,22.091953,29.04678,17.234425,10.230548,21.912758,20.642473,4.391677,2.891605
2014-08-31,78.199562,52.430412,10.301129,62.42429,58.546539,105.181366,29.761568,96.249298,7.478715,86.180847,45.099998,26.558233,9.932798,18.697758,8.876511,3.135113,11.594026,5.767274,5.500437,150.969345,17.287436,114.386742,11.068995,38.289867,16.74567,9.040397,10.904302,4.427766,76.956985,47.595913,64.035713,17.576372,6.146827,14.181156,NaN,3.227837,37.929504,3.889951,32.040993,NaN,NaN,48.070152,22.869516,26.8372,15.340796,11.160598,20.819221,19.993048,4.197699,2.795218
2014-09-30,84.665062,56.59132,11.183429,61.874985,63.834068,110.832664,31.252254,101.057396,8.057819,88.566734,52.950001,27.824648,10.61154,19.976589,9.71386,3.347336,12.16184,4.583085,5.514991,155.306,19.46789,122.408669,11.126248,38.974377,18.084988,8.993631,10.139367,4.704502,84.017075,49.429886,69.31852,17.738741,6.825558,16.428827,NaN,3.275088,40.858059,4.123027,38.211849,NaN,NaN,43.160469,24.470385,29.443464,16.419447,12.129399,22.159044,21.523838,4.508064,2.979959
2014-10-31,87.556641,57.184776,11.356483,61.066555,63.151802,109.917206,31.043362,99.134171,7.660719,92.833969,52.950001,27.428411,10.846807,19.848806,9.346607,3.250871,12.108106,4.149183,5.211338,152.595566,20.160034,122.804817,11.25984,42.268585,18.12509,7.78954,9.4401,4.785894,83.189964,50.128548,71.268776,17.901108,6.596128,17.462311,NaN,3.216382,42.322334,4.227509,36.748249,NaN,NaN,42.417126,23.601343,30.233583,15.077127,13.272585,23.533247,25.002905,4.989131,3.212894
2014-11-30,80.173409,57.015232,10.973374,58.649254,64.175194,109.917206,32.416405,105.620064,7.618774,87.957138,43.650002,28.000753,10.67626,18.528391,9.383333,2.382686,11.839435,4.013588,5.12927,155.125275,19.943764,111.415649,9.923925,42.318737,16.0399,7.965523,8.690884,5.184719,78.793228,50.128548,68.724976,18.631767,6.53877,18.219604,NaN,2.947995,40.763588,4.548993,30.18182,NaN,NaN,38.793312,23.418386,36.763664,15.340796,12.962568,22.287878,28.250036,5.617622,3.510087
2014-12-31,91.372139,59.150948,10.998072,57.420807,69.334793,115.532188,33.073162,113.030426,7.909175,90.656799,40.900002,30.334154,11.085573,19.465462,8.557011,3.077234,11.928992,3.97743,5.030788,161.359238,19.424637,130.727707,11.183501,45.761776,17.563692,7.771015,8.474447,5.070769,89.240944,55.761463,78.221817,17.251637,6.261542,17.711775,NaN,3.273041,42.747448,4.484696,30.102705,NaN,NaN,46.180305,25.796818,38.390373,16.946785,11.489989,23.404419,28.3892,5.058964,3.48599
2015-01-31,94.44812,59.621075,10.812713,55.32053,68.055565,120.296379,31.640333,108.566353,7.815221,92.311455,39.400002,31.698973,10.812696,18.74136,7.850048,3.347336,12.197662,3.887034,5.334441,161.720627,20.4629,134.590118,12.462162,43.146816,16.480997,8.336013,9.273607,5.249834,91.7658,57.770092,75.423691,16.480387,6.06079,18.353247,NaN,3.104552,43.125328,4.548993,28.006199,NaN,NaN,47.713451,28.083769,40.086796,16.778996,12.420039,23.490309,30.84774,5.190869,3.582377
2015-02-28,97.709198,57.911514,11.084643,52.823967,67.629143,119.530739,32.505993,106.780731,7.678563,92.050186,35.299999,32.491444,10.881241,18.570988,7.556245,3.848954,11.893169,3.98647,5.063616,171.658737,21.674261,145.781189,11.25984,41.665005,15.606821,7.946998,9.123766,5.241693,88.1091,58.206753,78.942612,16.074465,6.271101,19.511459,NaN,3.306744,46.101116,4.597215,26.071114,NaN,NaN,44.461315,32.017326,43.316982,19.751276,13.660106,23.747969,31.497168,5.159833,3.598441
2015-03-31,109.700821,58.962502,11.430573,62.372395,66.904228,130.851791,37.192303,116.19162,8.918668,91.3535,37.5,33.636124,11.79375,22.319258,7.813323,4.225168,13.917156,4.899471,5.95816,267.968292,28.077021,159.349136,13.893497,41.970085,18.806782,9.225187,10.938529,6.145154,96.380203,57.464432,81.231987,16.358608,7.705042,25.168894,NaN,3.740625,48.935196,5.416998,25.78685,NaN,NaN,44.879452,33.435234,51.775879,18.816446,16.818399,25.895163,35.022621,6.18404,4.281181
2015-04-30,110.220039,58.832352,11.554235,60.102837,63.365002,134.570648,37.341587,118.261642,8.953303,93.230301,37.099998,32.711578,11.432188,20.871061,8.033675,3.877893,13.397727,5.369531,5.605266,269.594513,24.313171,154.199265,12.481247,39.22438,17.282993,8.511995,10.089419,6.340496,88.892677,55.892456,75.550865,15.473702,7.628565,22.362453,NaN,3.871203,48.226673,5.425036,24.324923,NaN,NaN,40.280006,35.036102,53.030773,21.213446,16.489008,27.398201,34.558746,5.726251,4.136601
2015-05-31,103.752594,57.183647,11.051263,57.457737,61.876152,131.948074,34.837257,113.041565,8.780125,87.107307,30.9,32.45887,11.156716,20.087322,7.613936,3.993651,12.448423,4.772917,5.490371,248.993484,23.66428,153.551605,11.853742,39.57304,17.363192,8.011834,9.157063,5.762607,86.411339,53.781258,79.075394,14.353362,7.414767,22.407,58.838039,3.791171,48.262203,4.950847,21.198009,NaN,NaN,41.346169,34.487232,48.661896,18.528805,16.553928,27.741749,31.311615,6.556141,4.048247
