,0001.HK,0002.HK,0003.HK,0005.HK,0006.HK,0011.HK,0012.HK,0016.HK,0017.HK,0019.HK,0027.HK,0066.HK,0083.HK,0101.HK,0151.HK,0175.HK,0267.HK,0288.HK,0386.HK,0388.HK,0688.HK,0700.HK,0762.HK,0823.HK,0836.HK,0857.HK,0883.HK,0939.HK,0941.HK,1038.HK,1044.HK,1088.HK,1093.HK,1109.HK,1113.HK,1177.HK,1299.HK,1398.HK,1928.HK,1997.HK,2003.HK,2018.HK,2313.HK,2318.HK,2319.HK,2382.HK,2388.HK,2628.HK,3328.HK,3988.HK
2015-06-30,104.845673,57.608978,10.931729,57.089146,63.932865,138.393036,34.117985,107.19149,8.11339,88.805656,35.700001,31.06521,10.364726,19.215853,7.456087,3.165048,12.598039,4.492689,4.930139,191.295425,21.426073,143.625839,10.629502,40.526817,16.50646,7.300414,8.211513,5.42297,89.551758,60.258232,74.396141,12.560382,6.872695,19.708998,59.112553,3.815513,48.024456,4.513402,28.818537,NaN,NaN,41.534966,37.944813,41.457882,17.100096,14.653655,27.32486,26.852764,5.533772,3.563431
2015-07-31,94.096962,56.427929,10.102499,50.208961,58.375374,121.322548,43.28241,88.381226,6.823214,76.023369,24.85,31.469816,9.91708,15.250678,5.803306,2.912621,12.888483,3.679123,4.326449,165.81366,19.892536,130.821609,9.891073,37.505089,15.711764,6.11374,8.211513,4.669065,82.978752,57.086746,65.295166,11.437096,6.872695,17.905735,49.687485,3.904636,40.749466,3.980922,22.601128,NaN,NaN,41.204571,36.45496,35.391918,28.199303,13.654542,22.909166,25.206799,4.738597,2.975129
2015-08-31,91.273125,57.871429,10.033427,47.758495,64.599709,122.108795,30.719515,90.451256,6.494175,77.27478,19.700001,30.432837,10.10647,15.128675,5.905444,3.582524,12.79772,3.471212,3.949142,163.72757,20.50593,128.340179,9.531575,37.771706,14.635616,5.097948,6.775993,4.412053,80.993614,62.445412,64.69416,10.075538,6.572619,16.455883,51.563351,4.040449,38.231606,3.76962,19.576441,NaN,NaN,45.546864,37.153332,35.764954,13.270261,15.065056,19.892498,25.206799,4.357237,2.798638
2015-09-30,97.672447,59.569252,10.993195,50.533695,68.355507,125.091309,33.450157,93.511307,7.195547,81.511398,26.65,31.882027,10.347508,16.735136,6.041111,4.048543,13.253066,3.877994,4.754162,188.731232,22.548313,145.511749,9.298385,41.282253,14.666533,5.823025,7.627832,4.823273,83.263626,65.060448,73.053177,11.164783,7.008213,18.441227,50.160202,4.126917,43.529613,4.183771,23.651365,NaN,NaN,46.876331,35.616913,40.958389,14.694861,17.788126,22.25569,26.382486,4.657456,3.084385
2015-10-31,93.270309,57.186489,10.630001,51.841316,61.197399,124.207314,32.170094,85.771194,6.684671,76.620728,22.799999,32.606613,10.19986,17.034296,5.695104,3.951456,12.430463,3.615845,4.068877,187.064301,22.995703,153.154572,9.327535,41.904377,12.152745,5.294533,7.531277,4.56626,79.046616,61.228065,67.788513,10.29679,7.056612,18.987633,46.524738,4.669927,44.197834,3.964018,22.012997,NaN,NaN,53.850842,37.898254,39.832386,12.04081,17.278774,21.227818,25.159771,4.381579,2.891086
2015-11-30,95.929939,58.11311,10.616057,51.925201,63.009026,130.395569,32.00169,86.335205,6.88364,78.975479,24.450001,34.780392,10.075687,15.520918,5.395853,4.009708,12.540143,3.914153,4.008915,183.823105,24.337864,151.367935,9.181791,42.096127,12.552287,4.881348,7.083612,4.549126,78.50827,64.744827,63.698559,10.364867,7.666443,20.58132,46.386688,4.510222,44.484207,3.955566,22.30706,NaN,NaN,47.967579,41.483227,40.348469,12.333536,17.45509,21.183126,23.560833,4.430264,2.907894
2015-12-31,88.363754,57.934017,9.512526,45.717674,62.478786,113.598846,28.296175,77.295837,5.661479,67.92617,24.1,31.791445,8.76301,12.546955,4.750595,3.203883,9.999209,3.995509,3.709103,157.708176,20.042944,143.824341,8.307335,40.236275,10.887527,4.564252,6.916837,4.052235,76.893234,65.646584,60.217747,9.888322,6.330624,17.24824,38.333443,3.40618,40.904472,3.406182,22.517109,NaN,NaN,46.971222,38.736305,32.794865,10.479602,16.201303,18.322958,17.66357,3.821711,2.554913
2016-01-31,86.162689,60.336819,9.554451,41.649216,61.418324,116.162537,28.296175,80.109093,5.859182,68.650719,26.1,32.561333,9.578998,12.001436,4.816056,2.796116,9.670167,4.085906,3.709103,156.411713,20.669287,140.846619,8.608537,39.782658,10.471338,4.794867,6.987059,3.898027,73.752907,71.552963,53.560753,9.292641,5.991829,16.90218,36.630756,3.656823,37.897495,3.245592,22.769167,NaN,NaN,51.193886,37.060211,30.871273,10.908935,17.631405,18.054819,15.914142,3.602632,2.445657
2016-02-29,92.353203,62.428135,10.127179,40.600655,61.418324,121.201546,32.102749,87.488182,6.641005,75.624458,29.1,34.780392,10.891676,13.074878,5.377149,3.728155,10.785254,5.080263,4.360123,172.988205,21.966711,157.224136,9.949369,41.733231,12.069508,4.95822,8.040384,4.240711,77.566154,68.396881,58.564404,10.381886,6.795257,18.12249,45.972515,3.740374,41.954533,3.668196,27.607325,NaN,NaN,56.270576,39.295002,34.812286,12.04081,21.353588,20.691534,18.002169,4.138158,2.706191
2016-03-31,85.291428,64.836517,10.113142,44.889168,61.418324,126.857132,32.675396,91.467545,7.082173,76.394302,26.200001,34.780392,10.957967,13.620397,5.592236,3.757281,10.383093,5.676877,4.73703,181.785767,22.145664,157.720428,8.900023,42.776562,10.93747,5.486712,8.479269,4.274979,79.809258,66.14254,60.739838,11.164783,6.688778,17.448587,49.009739,3.547572,44.57967,3.558319,24.287458,NaN,NaN,51.193886,37.432678,34.390034,12.860443,23.508541,20.780916,16.986372,3.983991,2.664169
2016-04-30,82.723511,66.23716,10.420469,44.369213,66.588066,124.068031,31.76585,85.263977,6.716169,78.47963,26.1,33.376492,10.671016,13.05728,5.14336,3.990291,10.309972,5.40569,4.54001,172.24733,20.892982,172.013535,8.151876,43.320904,10.155034,5.131181,8.145718,4.292113,79.495224,65.556396,61.000927,10.501024,6.853335,16.920395,44.776035,3.386899,43.386421,3.48225,26.034758,NaN,NaN,59.686665,36.408401,32.560276,12.548202,26.300179,21.361887,16.346798,3.902852,2.655765
2016-05-31,79.133987,71.387939,10.86333,41.699833,64.516518,121.02037,32.274471,86.803215,7.182825,82.038376,23.0,36.256065,11.352526,13.78494,5.229483,4.067961,10.309972,5.612626,4.796992,176.306732,22.326109,175.316925,7.973639,47.902489,9.622312,5.11148,8.444159,4.386351,79.540092,61.416946,59.293324,12.134895,6.679098,16.483267,45.578468,3.245517,44.757942,3.625935,22.671207,NaN,NaN,62.485958,34.871983,32.044193,13.15317,26.867655,20.736227,15.631978,3.967763,2.596935
2016-06-30,84.983627,73.586731,11.263955,44.51799,68.965927,126.69178,35.177437,103.548149,8.253386,86.814583,25.799999,40.603092,12.410661,14.132305,4.516371,4.995192,10.9069,5.640321,4.784228,179.971954,23.237381,185.67067,8.222194,53.667442,10.916055,5.082492,8.358508,4.702683,86.97139,63.166451,59.751537,12.91216,6.59813,18.023262,52.170391,3.35932,46.399551,3.957362,26.757946,NaN,NaN,65.206619,38.806469,33.967781,12.803909,30.578657,23.391621,17.115271,4.483847,2.865735
2016-07-31,93.313515,72.448326,11.576863,50.638653,67.376854,124.496384,34.530216,101.868996,8.903042,80.258987,25.25,39.215744,11.908494,16.216497,4.858665,6.092175,11.372211,5.631089,4.888422,178.280304,23.374067,200.902634,8.739187,52.277092,11.834558,5.005192,8.583685,5.245301,87.107788,59.989719,60.16394,12.145446,7.404459,20.425741,51.322857,3.22962,47.3652,4.444145,27.571533,NaN,NaN,85.129524,48.342041,38.128395,14.542712,41.018944,24.954124,17.947802,5.135419,3.135239
2016-08-31,92.283974,72.994751,11.451738,51.053818,69.282486,127.715004,35.025139,109.23864,9.223295,78.245506,29.200001,39.726902,12.303054,15.942263,4.563912,6.777791,10.292688,5.760327,4.905787,193.765335,23.966394,212.052826,9.256182,52.833233,11.799231,4.91823,8.664747,5.200083,85.334709,62.001251,58.926754,13.20839,7.630625,20.192036,53.300434,3.378775,50.000538,4.372029,30.419086,NaN,NaN,79.884117,51.235928,38.175877,14.226566,37.901703,24.080959,19.361166,5.066833,3.180157
2016-09-30,90.454247,72.372643,12.007577,52.125813,66.853935,129.190384,35.383606,108.025925,8.848141,76.410439,31.85,39.959496,11.836758,15.679608,4.539299,7.835596,10.455295,5.854471,4.986712,195.28653,22.122137,204.884857,9.037454,51.257504,11.742045,5.185079,9.001047,5.136777,82.063873,59.073158,57.433472,14.06223,7.905957,18.150867,54.460171,3.536905,47.478691,4.209768,30.509481,NaN,NaN,71.466736,48.816452,39.107716,14.522953,37.505863,25.946415,18.644804,5.066833,3.126256
2016-10-31,89.087311,69.574966,11.407199,55.263634,67.816193,136.615128,32.996449,94.685928,7.905683,73.189163,38.5,36.098446,10.940033,16.122326,4.75043,7.855185,11.206123,6.003392,4.783713,193.95546,20.690432,192.838654,9.365546,49.496395,11.367868,5.117109,8.918971,5.227214,78.184662,60.235107,56.782402,13.992529,8.191122,17.68161,50.336552,3.465259,45.878284,4.281884,34.532211,NaN,NaN,67.796814,45.2584,40.969994,15.7085,38.643902,27.257786,21.829714,5.109699,3.171174
2016-11-30,82.865334,65.355522,13.420345,56.349892,62.638332,134.10585,31.764389,98.344627,7.773538,70.157379,33.799999,35.075043,10.728791,15.163103,4.769623,7.25772,10.868251,5.835856,4.854321,174.179611,18.981625,188.856445,8.9778,47.724827,10.975872,5.612314,8.846014,5.399042,75.921783,57.353485,55.154736,12.720482,8.141954,16.367691,45.075386,3.556447,42.434986,4.191739,30.464285,NaN,NaN,68.038261,46.539295,37.054443,14.760062,33.596939,25.993248,19.554779,4.809633,3.090322
2016-12-31,88.097443,70.105644,11.580974,60.423378,68.320236,147.674423,33.150467,102.945557,8.531931,74.989281,37.150002,36.842747,11.910621,17.063103,5.335836,9.040318,10.830709,5.51009,5.48097,179.408798,21.19846,203.491074,9.166702,50.328865,11.955861,6.039547,8.973689,5.245301,81.140251,58.1436,59.293667,14.410739,8.613954,18.150867,48.725025,4.022773,46.848225,4.308928,31.187471,NaN,NaN,77.261337,45.590485,38.295956,14.404398,45.274223,29.224842,20.861656,4.92966,3.180157
2017-01-31,90.40712,72.970871,11.802163,56.576195,63.829693,147.953232,34.729053,108.792549,9.631602,75.60511,37.200001,38.191788,12.48307,18.169897,4.798414,10.342987,10.455295,5.649704,5.313276,183.211853,22.075953,206.079514,9.385429,50.707626,12.526037,5.738542,8.371796,5.778874,79.062096,59.444984,61.665417,14.149358,9.341616,19.896503,50.052166,4.382538,47.575684,4.588377,29.289103,NaN,NaN,78.951424,44.024948,39.537476,15.115726,49.43055,28.756496,22.894577,5.306886,3.530514
2017-02-28,90.124306,75.096695,12.276175,58.764805,61.401138,146.466278,37.077724,109.463516,9.062808,73.52076,42.549999,40.61076,12.575399,18.953878,5.163094,11.655448,10.398982,6.236082,5.560405,185.969086,20.505697,221.80925,10.33988,51.55986,12.490401,5.524924,8.46299,5.652264,78.554115,56.702797,53.75959,15.717637,10.010279,19.708803,49.625584,4.186305,47.527191,4.579362,33.523907,NaN,NaN,87.836479,46.539295,41.542999,15.906092,56.209312,29.740023,23.088192,5.178286,3.467629
2017-03-31,91.585518,76.899826,12.276175,59.64674,64.150444,149.15976,37.963268,112.954544,9.308275,70.962692,43.299999,41.680683,12.286592,18.815527,5.374223,10.28422,10.58669,6.468772,5.560405,182.166031,20.87517,242.317642,9.981962,52.98024,12.490401,5.321017,8.27148,5.715569,76.614502,63.34911,54.13163,15.804764,10.619943,20.27191,52.896038,4.186305,52.231411,4.579362,32.872055,NaN,NaN,110.290558,48.57925,41.829498,14.878617,63.334438,29.974195,22.894577,5.135419,3.386777
2017-04-30,95.780632,79.852104,13.160925,62.849556,63.967171,155.591492,38.771843,111.59948,9.317882,73.706184,45.049999,41.308537,12.640833,18.584948,5.249464,12.634897,11.600309,6.794537,5.639839,189.001312,21.614113,266.410065,11.115372,58.235653,14.325652,5.03943,8.116446,5.824092,79.847176,62.419559,50.829784,16.536627,11.465604,21.49198,55.455524,4.546058,53.589333,4.696551,33.477352,NaN,NaN,79.772324,50.619194,47.70282,15.570187,60.068756,32.924782,24.782293,5.178286,3.503563
2017-05-31,94.173851,77.415298,12.756496,68.219231,65.034561,155.585968,36.889046,111.018738,9.519609,73.273758,47.400002,42.375332,11.932349,18.511745,5.145865,16.493929,11.018415,7.556952,5.375058,193.901718,21.106091,278.602203,11.532945,56.24712,13.648569,4.641325,7.79726,5.471391,76.522141,62.460705,54.767921,15.1426,11.330909,21.351202,59.151672,4.513356,55.975883,4.750638,33.291107,NaN,NaN,94.258835,48.674126,49.135342,15.115726,69.64386,34.985508,23.088192,4.7239,3.440678
2017-06-30,98.882538,78.567932,13.039759,73.665497,73.004723,161.969452,39.214237,117.116539,10.144004,74.859352,48.349998,43.532337,12.02557,18.473772,5.15563,17.842228,11.360531,7.0295,5.233841,214.079788,24.92882,312.728973,11.274447,61.260292,13.944815,4.904126,8.180284,6.186224,78.475243,69.363762,56.66959,17.419369,12.106182,24.20793,61.183048,4.528274,60.391155,4.930927,34.722572,NaN,NaN,102.96048,50.380451,55.342915,15.13353,92.52684,36.603985,24.22102,5.202973,3.458645
2017-07-31,98.402061,78.001678,13.057324,71.364914,65.081734,171.497101,42.077225,126.40844,10.278488,76.541039,49.099998,44.110836,12.622189,18.075058,5.057985,19.007999,11.49441,7.844654,5.463709,205.239868,25.728424,328.295563,11.3341,62.321491,13.439432,4.874876,8.760577,6.528845,77.772484,67.50708,62.184422,18.037014,12.14594,23.581034,66.454948,4.523488,58.919399,5.565046,33.573135,NaN,NaN,139.795044,60.456543,60.045742,18.176146,111.62915,37.936768,24.56354,5.373709,3.894192
2017-08-31,95.951614,75.547913,12.951541,72.596169,64.44252,182.649002,44.896786,122.827179,10.778004,72.841324,55.0,44.454453,12.789987,17.600399,5.360683,21.73472,11.035398,7.959734,5.33601,204.275513,23.894037,335.480164,10.797221,61.067345,13.196101,4.826128,9.434469,6.167189,75.552879,64.598053,68.745163,16.434719,13.000728,23.050579,62.5373,5.438723,56.762642,5.508066,38.93718,NaN,NaN,128.52916,59.010212,57.920231,21.725863,123.5681,36.127987,22.75308,5.122097,3.63899
2017-09-30,95.91851,75.424393,13.15584,72.264244,64.394897,177.181061,44.599094,123.504715,11.162246,74.982155,53.099998,44.064503,12.528966,17.164112,6.273411,23.858793,11.022881,7.623014,5.329199,211.279236,24.107914,349.051025,11.01595,63.237991,14.038404,4.999022,10.154572,6.624018,74.789238,65.27095,74.304253,16.685358,13.477818,22.511444,62.439579,6.022449,57.846653,5.878436,35.201508,NaN,NaN,140.295013,64.933937,66.809868,21.477282,113.61898,35.868931,25.248577,5.283848,3.676798
2017-10-31,95.19223,75.709564,13.565307,74.717331,63.53756,186.305771,44.730595,123.504715,10.874064,73.084488,56.150002,44.795662,13.569209,17.604706,6.017756,26.872017,10.6754,7.99934,5.189691,228.788574,22.964457,382.179962,11.254562,67.193375,14.501558,5.156161,10.116324,6.481259,75.648338,63.732899,73.579567,17.204535,15.406061,21.736858,63.996918,6.756249,62.37978,5.764476,36.350945,45.450752,NaN,153.558197,68.736374,75.100151,19.727282,129.338593,38.137894,24.808197,5.193987,3.582278
2017-11-30,94.998543,75.994705,13.636489,76.585266,62.823124,187.271072,45.169182,129.196304,11.604836,70.408287,62.700001,44.649429,13.281319,18.294336,6.440571,26.773224,10.887749,8.510758,5.329199,233.263184,23.964983,405.130707,10.498957,71.140076,13.746269,5.352587,10.728275,6.852432,75.648338,64.549988,83.821762,18.126528,15.684363,22.269386,66.478928,9.188594,65.681076,5.973402,38.649815,50.072865,NaN,136.954651,72.538811,79.342819,23.117908,99.391739,38.234444,24.025293,5.211959,3.629538
2017-12-31,102.261429,76.463936,13.761129,80.656403,66.252441,179.741608,47.975819,134.645523,12.514243,76.149948,69.300003,43.674549,13.837906,19.826847,6.835859,24.747942,11.910889,9.350254,6.287153,288.320282,28.872322,462.607391,11.65225,67.948837,13.632976,6.089181,11.646203,8.584576,78.846085,66.953194,72.468376,21.796591,17.254789,30.208906,72.659615,9.582028,66.025986,7.027532,44.636463,52.04689,NaN,128.505508,78.729958,90.364006,25.40484,107.749001,38.572376,25.884687,6.0926,4.451855
2018-01-31,94.901711,75.745735,13.778852,74.717331,63.394684,187.753738,44.730595,129.49353,11.782763,77.074455,68.5,40.457451,13.281319,17.911211,6.539078,25.241913,10.984272,9.359904,5.859329,276.258301,26.204256,431.274628,10.081384,65.690422,12.858804,5.431157,10.900387,7.756573,70.064201,63.156128,73.917755,19.916803,17.970425,27.062145,65.89492,9.84783,64.597076,6.419746,42.289703,51.228394,NaN,153.165207,75.561256,81.391006,25.703136,130.035034,38.234444,22.75308,5.643293,4.035971
2018-02-28,90.931328,76.511818,14.348504,72.34613,66.633469,175.301193,44.81839,122.855385,10.952434,77.025795,71.25,41.139866,12.187337,17.508926,6.222511,22.327486,10.598181,8.066886,6.40806,248.243362,25.966034,408.722992,9.842771,65.78862,13.519682,5.293659,11.053375,7.670918,68.680092,61.666149,70.24601,17.455175,20.723637,27.643085,64.094246,10.23327,65.434715,6.391255,41.299255,49.206219,NaN,139.116074,80.582428,77.831062,26.747169,144.162781,36.882721,21.138346,5.526474,3.988711
2018-03-31,90.156616,80.355118,14.63333,76.941086,55.678722,195.791016,43.897411,126.800003,11.6,75.906654,69.400002,43.138367,13.146827,17.853741,6.895215,20.746778,11.621321,7.902846,7.1335,250.188858,25.299015,390.162811,11.115372,68.341606,14.274972,5.68651,12.583254,7.918366,71.782387,59.695518,67.637161,17.419369,20.077576,28.804966,66.235588,11.097049,69.672195,6.628672,44.773479,56.813442,NaN,112.294952,84.043617,75.636581,25.355124,129.438095,39.441341,22.01911,5.805044,4.064327
2018-04-30,85.750473,81.242477,15.096257,74.252548,51.963631,192.553986,45.256878,126.599998,12.04,79.819534,69.050003,43.040882,13.146827,17.598534,7.696525,21.981705,11.254536,7.767756,7.1335,249.683105,25.013153,398.345276,10.598377,68.145226,15.162436,6.373997,12.621501,7.537676,66.818726,56.90781,72.178505,18.350311,24.401211,27.885143,63.753582,13.183633,70.953308,6.172832,45.947865,59.348156,NaN,116.02829,89.503532,75.002617,28.338079,158.78801,38.089619,21.431932,5.58039,3.875288
2018-05-31,82.399734,83.312973,14.706373,72.685966,54.099831,193.727844,40.0383,118.400002,11.04,81.99015,60.75,43.128071,12.352983,15.996871,6.905108,20.104616,10.6754,6.165957,6.867846,232.171829,24.632,393.799988,9.8,70.354546,13.047626,5.863292,12.9466,6.900019,68.003036,57.459312,74.418343,16.667454,23.700001,25.609795,61.776657,12.000796,68.287254,5.574542,41.950001,54.741444,18.280001,108.561607,95.226067,70.418579,26.6,145.257187,35.675827,19.817198,5.400668,3.676798
2018-06-30,84.479538,89.05719,15.897085,73.673546,54.790257,210.908615,43.219696,123.0,11.18,83.963432,63.049999,43.724312,13.050015,16.313248,6.420365,17.9,10.93027,6.248191,7.41649,227.843216,24.23484,355.200012,9.67,77.800003,14.999607,5.910495,12.826706,6.766777,69.076263,57.558125,68.849281,16.809128,20.5,28.573526,59.545555,10.696098,68.187714,5.517562,40.400002,56.015644,15.9,99.52858,94.636131,72.12262,24.299999,129.5,37.43338,19.58,5.33343,3.478307
2018-07-31,89.579994,91.639999,16.036011,67.994957,54.297096,210.118683,40.996971,116.5,10.48,87.56469,58.099998,40.196556,12.875758,15.324567,6.41,16.68,11.009189,5.871315,7.73,219.776215,24.431473,340.0,9.13,78.199997,14.008881,5.762486,13.569716,6.95,72.00322,56.71822,69.637825,17.5,19.799999,27.229475,55.48,9.917837,67.391357,5.78,38.299999,51.016872,10.14,86.589867,101.272949,74.896561,22.65,99.75,37.728905,17.74,5.67,3.53
2018-08-31,89.332397,91.043968,15.420768,69.098381,54.5,211.249176,38.873028,114.0,10.68,84.604759,49.650002,41.200001,12.99193,15.126831,6.59,15.6,11.502433,5.51,7.681014,224.0,24.087368,323.200012,9.22,77.050003,13.711662,6.25585,15.153502,6.84,77.150002,62.0,71.165611,17.879999,16.620001,27.279255,58.256477,7.283724,69.581329,5.72,35.450001,50.5,10.08,80.91674,98.716545,78.760277,26.049999,90.300003,36.645309,17.780001,5.87,3.48
2018-09-30,78.949997,87.900002,14.96,64.305435,52.349998,182.433441,36.5,101.900002,9.94,81.349998,42.400002,38.0,11.907656,14.2,5.6,15.0,11.76,5.49,6.36,208.0,24.549999,267.0,8.14,69.5,13.652218,5.74,13.46,6.22,73.300003,57.299999,62.099998,17.76,16.540001,26.6,50.900002,7.03,59.349998,5.3,30.9,48.549999,6.9,59.650002,86.599998,73.849998,23.1,68.0,29.299999,15.62,5.88,3.34
2018-10-31,81.900002,87.650002,15.14,66.400002,53.049999,192.300003,37.849998,106.900002,10.34,86.0,47.900002,38.900002,12.76,14.68,5.77,17.16,12.06,6.0,6.59,227.199997,26.549999,303.600006,8.54,72.300003,13.94,5.82,13.58,6.58,74.050003,58.900002,63.799999,18.860001,18.26,28.5,53.700001,8.19,64.25,5.56,35.200001,49.950001,7.06,67.099998,94.300003,79.050003,25.0,80.5,30.85,16.74,5.93,3.46
